school_id,school_name,district,block,total_enrolled,has_electricity,has_drinking_water,has_separate_girls_toilet,has_boys_toilet,mdm_served_status,mdm_grain_procured_kg,mdm_grain_unit_raw,avg_student_attendance_pct,avg_test_score,reported_dropout_rate_pct,mdm_grain_procured_raw,proxy_attendance_flag,infrastructure_score,welfare_efficacy_index,retention_risk_level,priority_action
SCH-1142,Zila Parishad School 142,South Hill,Block Beta,736,True,True,False,False,False,3069.7,kilograms,91.0,66.7,15.8,3069.7,False,60.0,51.3,HIGH,District Officer Advisory
SCH-1143,Adarsh Vidyalaya 143,North Valley,Block Beta,630,False,True,True,True,True,210.0,quintal,43.2,59.3,15.6,2.1,False,70.0,71.0,HIGH,District Officer Advisory
SCH-1144,Model Primary School 144,West Plain,Block Gamma,238,False,True,True,True,True,2380.0,quintal,75.2,40.2,3.3,23.8,False,70.0,80.6,MEDIUM,Standard Monitoring
SCH-1145,Zila Parishad School 145,Central Zila,Block Alpha,330,True,True,False,False,True,920.0,ton,88.6,56.7,9.2,0.92,False,60.0,80.6,MEDIUM,Standard Monitoring
SCH-1146,Sarvodaya Kanya School 146,East Coast,Block Epsilon,692,True,False,True,False,True,1920.1,kg,64.3,62.3,21.0,1920.1,False,55.0,71.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1147,Zila Parishad School 147,Central Zila,Block Delta,128,False,True,True,False,True,2500.0,qtl,64.0,58.9,7.9,25.0,False,55.0,71.2,HIGH,District Officer Advisory
SCH-1148,Model Primary School 148,West Plain,Block Alpha,655,False,False,True,True,True,1001.4,kilograms,53.0,78.4,4.0,1001.4,False,40.0,61.9,HIGH,District Officer Advisory
SCH-1149,Model Primary School 149,North Valley,Block Gamma,466,True,False,False,True,True,2855.3,kg,73.7,38.2,25.5,2855.3,False,45.0,70.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1150,Govt High School 150,South Hill,Block Beta,200,True,False,True,True,False,874.9,kg,91.4,49.0,15.6,874.9,False,70.0,55.4,HIGH,District Officer Advisory
SCH-1151,Adarsh Vidyalaya 151,East Coast,Block Epsilon,589,False,True,True,False,False,1423.3,kg,64.4,34.2,8.4,1423.3,False,55.0,41.3,HIGH,District Officer Advisory
SCH-1152,Sarvodaya Kanya School 152,Lake Plateau,Block Delta,382,True,True,False,True,False,2950.0,ton,69.0,41.2,23.3,2.95,False,75.0,50.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1153,Zila Parishad School 153,West Plain,Block Beta,440,True,True,True,True,False,3225.8,kg,71.0,27.1,23.9,3225.8,False,100.0,61.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1154,Govt High School 154,North Valley,Block Delta,220,True,True,True,True,True,920.0,quintals,66.6,65.2,26.2,9.2,False,100.0,90.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1155,Zila Parishad School 155,North Valley,Block Alpha,624,True,False,True,True,True,1106.6,kg,94.8,76.2,19.4,1106.6,False,70.0,86.4,HIGH,District Officer Advisory
SCH-1156,Model Primary School 156,North Valley,Block Alpha,616,True,True,True,False,True,2890.0,qtl,56.4,50.6,16.5,28.9,False,85.0,80.9,HIGH,District Officer Advisory
SCH-1157,Model Primary School 157,East Coast,Block Alpha,749,True,True,True,False,False,2023.9,kilograms,45.0,35.8,14.7,2023.9,False,85.0,47.5,HIGH,District Officer Advisory
SCH-1158,Adarsh Vidyalaya 158,Central Zila,Block Alpha,620,True,True,True,True,False,1094.6,kilograms,91.9,59.2,18.9,1094.6,False,100.0,67.6,HIGH,District Officer Advisory
SCH-1159,Adarsh Vidyalaya 159,North Valley,Block Beta,681,True,True,False,True,False,2061.1,kg,72.6,59.1,11.7,2061.1,False,75.0,51.8,MEDIUM,Standard Monitoring
SCH-1160,Govt High School 160,Central Zila,Block Gamma,134,True,False,True,True,False,2740.0,ton,93.6,26.9,8.7,2.74,False,70.0,56.1,MEDIUM,Standard Monitoring
SCH-1161,Zila Parishad School 161,South Hill,Block Gamma,646,False,False,True,True,False,1454.2,kg,83.7,29.6,8.6,1454.2,False,40.0,41.1,HIGH,District Officer Advisory
SCH-1162,Model Primary School 162,Lake Plateau,Block Delta,404,False,True,True,True,False,1387.7,kilograms,56.6,36.8,13.4,1387.7,False,70.0,45.0,HIGH,District Officer Advisory
SCH-1163,Zila Parishad School 163,North Valley,Block Alpha,171,False,True,True,False,False,1270.0,quintal,62.8,30.3,25.4,12.7,False,55.0,40.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1164,Model Primary School 164,Central Zila,Block Epsilon,253,True,False,True,True,False,1090.0,qtl,49.9,43.9,22.2,10.9,False,70.0,43.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1165,Model Primary School 165,Lake Plateau,Block Delta,688,False,True,False,True,True,220.0,qtl,63.4,79.3,13.2,2.2,False,45.0,67.0,HIGH,District Officer Advisory
SCH-1166,Sarvodaya Kanya School 166,South Hill,Block Gamma,408,False,True,True,False,False,3383.1,kg,94.3,55.9,16.8,3383.1,False,55.0,50.3,HIGH,District Officer Advisory
SCH-1167,Zila Parishad School 167,East Coast,Block Delta,453,True,False,True,False,True,2449.7,kg,71.7,69.6,13.1,2449.7,False,55.0,73.5,HIGH,District Officer Advisory
SCH-1168,Govt High School 168,West Plain,Block Delta,222,True,False,True,False,True,2560.3,kg,84.6,87.4,14.2,2560.3,False,55.0,77.4,HIGH,District Officer Advisory
SCH-1169,Sarvodaya Kanya School 169,Lake Plateau,Block Delta,636,True,False,True,True,False,3217.5,kg,47.9,35.5,17.7,3217.5,False,70.0,42.4,HIGH,District Officer Advisory
SCH-1170,Zila Parishad School 170,East Coast,Block Delta,188,True,True,False,True,True,1912.0,kg,73.3,49.6,22.0,1912.0,False,75.0,82.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1171,Sarvodaya Kanya School 171,South Hill,Block Gamma,105,False,True,False,False,True,2940.0,quintals,81.4,74.4,15.3,29.4,False,30.0,66.4,HIGH,District Officer Advisory
SCH-1172,Govt High School 172,West Plain,Block Delta,406,True,False,True,True,True,3000.0,quintals,77.0,87.0,8.0,30.0,False,70.0,81.1,MEDIUM,Standard Monitoring
SCH-1173,Model Primary School 173,East Coast,Block Epsilon,516,False,True,False,True,True,2313.6,kg,65.3,63.7,6.7,2313.6,False,45.0,67.6,HIGH,District Officer Advisory
SCH-1174,Zila Parishad School 174,North Valley,Block Beta,290,False,True,True,False,True,3080.0,quintal,52.1,41.5,24.4,30.8,False,55.0,67.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1175,Adarsh Vidyalaya 175,Central Zila,Block Delta,705,False,False,True,False,False,1710.0,quintal,51.3,82.9,17.1,17.1,False,25.0,25.4,HIGH,District Officer Advisory
SCH-1176,Adarsh Vidyalaya 176,North Valley,Block Beta,392,True,True,False,True,True,1480.0,ton,74.2,55.7,15.7,1.48,False,75.0,82.3,HIGH,District Officer Advisory
SCH-1177,Model Primary School 177,Central Zila,Block Beta,581,False,True,True,False,False,380.0,ton,61.4,33.6,23.1,0.38,False,55.0,40.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1178,Sarvodaya Kanya School 178,Lake Plateau,Block Delta,498,True,False,False,True,False,751.9,kilograms,72.5,27.1,7.5,751.9,False,45.0,39.8,HIGH,District Officer Advisory
SCH-1179,Zila Parishad School 179,Central Zila,Block Delta,642,True,True,False,True,False,1990.0,quintal,95.5,72.9,13.2,19.9,True,75.0,58.6,HIGH,District Officer Advisory
SCH-1180,Zila Parishad School 180,North Valley,Block Beta,384,True,False,False,False,True,3055.5,kilograms,48.3,71.5,19.8,3055.5,False,30.0,56.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1181,Sarvodaya Kanya School 181,Lake Plateau,Block Delta,249,False,True,True,True,True,1360.0,ton,57.2,69.4,9.2,1.36,False,70.0,75.2,HIGH,District Officer Advisory
SCH-1182,Sarvodaya Kanya School 182,Lake Plateau,Block Alpha,218,False,True,False,True,True,3058.1,kg,55.5,73.0,19.4,3058.1,False,45.0,64.6,HIGH,District Officer Advisory
SCH-1183,Sarvodaya Kanya School 183,Lake Plateau,Block Gamma,722,False,False,False,True,True,3100.0,quintal,47.0,84.0,11.3,31.0,False,15.0,50.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1184,Adarsh Vidyalaya 184,Central Zila,Block Alpha,175,True,False,True,True,True,3010.0,qtl,85.0,77.0,14.6,30.1,False,70.0,83.5,HIGH,District Officer Advisory
SCH-1185,Adarsh Vidyalaya 185,East Coast,Block Epsilon,671,True,False,False,False,True,360.0,quintal,47.4,32.8,24.2,3.6,False,30.0,56.2,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1186,Govt High School 186,West Plain,Block Beta,215,True,False,True,False,True,1389.4,kg,46.5,28.3,18.1,1389.4,False,55.0,66.0,HIGH,District Officer Advisory
SCH-1187,Model Primary School 187,West Plain,Block Alpha,177,True,True,False,True,True,950.0,ton,78.7,68.8,23.2,0.95,False,75.0,83.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1188,Zila Parishad School 188,Lake Plateau,Block Beta,569,True,True,False,True,True,540.0,quintal,58.9,73.7,21.5,5.4,False,75.0,77.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1189,Model Primary School 189,North Valley,Block Epsilon,656,True,False,True,True,False,2580.0,qtl,75.9,68.3,24.3,25.8,False,70.0,50.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1190,Govt High School 190,South Hill,Block Alpha,683,True,False,False,False,False,660.0,quintal,57.0,59.9,17.4,6.6,False,30.0,29.1,HIGH,District Officer Advisory
SCH-1191,Govt High School 191,Lake Plateau,Block Gamma,290,True,False,True,True,True,1175.3,kilograms,44.9,56.2,4.5,1175.3,False,70.0,71.5,HIGH,District Officer Advisory
SCH-1192,Sarvodaya Kanya School 192,North Valley,Block Epsilon,92,False,False,True,False,False,1405.9,kilograms,78.9,73.5,1.9,1405.9,False,25.0,33.7,HIGH,District Officer Advisory
SCH-1193,Adarsh Vidyalaya 193,South Hill,Block Alpha,141,False,True,False,True,True,2730.0,ton,64.9,58.9,5.5,2.73,False,45.0,67.5,HIGH,District Officer Advisory
SCH-1194,Govt High School 194,Central Zila,Block Beta,239,True,False,False,False,True,2950.0,quintal,78.8,69.0,20.8,29.5,False,30.0,65.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1195,Govt High School 195,South Hill,Block Alpha,524,True,False,False,False,True,2400.0,qtl,78.0,33.6,1.8,24.0,False,30.0,65.4,HIGH,District Officer Advisory
SCH-1196,Adarsh Vidyalaya 196,Central Zila,Block Epsilon,345,True,False,True,True,False,3125.2,kg,83.7,75.8,8.7,3125.2,False,70.0,53.1,MEDIUM,Standard Monitoring
SCH-1197,Sarvodaya Kanya School 197,Lake Plateau,Block Alpha,588,False,True,False,True,False,2070.0,quintal,61.9,61.2,20.7,20.7,False,45.0,36.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1198,Sarvodaya Kanya School 198,North Valley,Block Alpha,92,True,True,False,False,False,790.6,kg,93.9,75.6,20.4,790.6,False,60.0,52.2,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1199,Model Primary School 199,East Coast,Block Beta,506,True,False,False,True,False,590.0,qtl,78.4,39.1,15.2,5.9,False,45.0,41.5,HIGH,District Officer Advisory
SCH-1200,Zila Parishad School 200,North Valley,Block Delta,369,False,False,True,True,False,1420.0,quintals,57.7,40.3,11.3,14.2,False,40.0,33.3,HIGH,District Officer Advisory
SCH-1201,Model Primary School 201,Lake Plateau,Block Epsilon,331,True,True,False,True,True,1340.0,ton,87.3,25.1,18.9,1.34,False,75.0,86.2,HIGH,District Officer Advisory
SCH-1202,Adarsh Vidyalaya 202,North Valley,Block Beta,622,True,False,False,True,True,1123.4,kg,44.4,51.0,25.2,1123.4,False,45.0,61.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1203,Govt High School 203,Central Zila,Block Alpha,597,True,True,False,True,False,410.0,ton,77.8,43.4,24.0,0.41,False,75.0,53.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1204,Zila Parishad School 204,Lake Plateau,Block Gamma,405,False,False,True,True,True,2773.8,kg,73.6,54.4,12.3,2773.8,False,40.0,68.1,HIGH,District Officer Advisory
SCH-1205,Model Primary School 205,West Plain,Block Gamma,554,False,True,True,True,True,2930.0,qtl,79.6,77.7,10.2,29.3,False,70.0,81.9,MEDIUM,Standard Monitoring
SCH-1206,Model Primary School 206,East Coast,Block Delta,605,True,True,False,False,True,3340.0,quintals,88.1,31.0,4.2,33.4,False,60.0,80.4,MEDIUM,Standard Monitoring
SCH-1207,Govt High School 207,North Valley,Block Alpha,307,True,True,False,False,True,3294.0,kg,46.5,29.7,27.9,3294.0,False,60.0,68.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1208,Zila Parishad School 208,South Hill,Block Alpha,419,True,True,False,True,True,1630.0,ton,81.1,51.9,10.9,1.63,False,75.0,84.3,MEDIUM,Standard Monitoring
SCH-1209,Adarsh Vidyalaya 209,East Coast,Block Delta,232,True,False,False,False,True,1173.8,kg,64.0,42.6,5.1,1173.8,False,30.0,61.2,HIGH,District Officer Advisory
SCH-1210,Sarvodaya Kanya School 210,South Hill,Block Epsilon,99,False,True,False,False,True,1800.0,quintal,91.3,36.3,10.0,18.0,False,30.0,69.4,HIGH,District Officer Advisory
SCH-1211,Adarsh Vidyalaya 211,North Valley,Block Delta,622,False,False,True,True,True,2367.7,kg,56.4,28.5,27.9,2367.7,False,40.0,62.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1212,Zila Parishad School 212,East Coast,Block Beta,260,True,False,False,True,True,3220.0,qtl,43.5,60.5,16.4,32.2,False,45.0,61.0,HIGH,District Officer Advisory
SCH-1213,Zila Parishad School 213,Central Zila,Block Gamma,259,False,True,True,True,True,920.0,ton,70.4,82.8,6.8,0.92,False,70.0,79.1,MEDIUM,Standard Monitoring
SCH-1214,Model Primary School 214,East Coast,Block Alpha,102,True,False,True,True,True,1940.0,quintal,61.7,69.4,19.0,19.4,False,70.0,76.5,HIGH,District Officer Advisory
SCH-1215,Adarsh Vidyalaya 215,East Coast,Block Gamma,219,True,True,False,True,False,1247.0,kg,80.2,63.7,11.0,1247.0,False,75.0,54.1,MEDIUM,Standard Monitoring
SCH-1216,Model Primary School 216,West Plain,Block Gamma,381,True,True,True,True,True,1490.0,ton,96.0,63.0,25.9,1.49,False,100.0,98.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1217,Model Primary School 217,Lake Plateau,Block Epsilon,186,False,True,False,True,True,1344.5,kg,59.3,76.8,19.3,1344.5,False,45.0,65.8,HIGH,District Officer Advisory
SCH-1218,Adarsh Vidyalaya 218,West Plain,Block Alpha,351,True,True,True,True,False,2800.0,qtl,80.9,52.6,12.6,28.0,False,100.0,64.3,HIGH,District Officer Advisory
SCH-1219,Zila Parishad School 219,West Plain,Block Delta,439,True,False,True,False,False,2702.2,kg,54.2,27.1,2.0,2702.2,False,55.0,38.3,HIGH,District Officer Advisory
SCH-1220,Govt High School 220,North Valley,Block Gamma,254,False,True,True,True,True,1320.0,quintals,95.2,52.2,18.8,13.2,False,70.0,86.6,HIGH,District Officer Advisory
SCH-1221,Zila Parishad School 221,South Hill,Block Alpha,183,False,True,True,False,True,2580.0,ton,81.4,40.0,2.8,2.58,False,55.0,76.4,MEDIUM,Standard Monitoring
SCH-1222,Zila Parishad School 222,South Hill,Block Alpha,449,True,False,True,False,True,2180.7,kg,52.8,35.8,9.2,2180.7,False,55.0,67.8,HIGH,District Officer Advisory
SCH-1223,Govt High School 223,East Coast,Block Delta,562,False,True,False,True,True,1480.0,ton,62.0,27.8,13.2,1.48,False,45.0,66.6,HIGH,District Officer Advisory
SCH-1224,Adarsh Vidyalaya 224,Central Zila,Block Alpha,234,True,True,True,True,True,2870.0,qtl,64.4,28.8,11.8,28.7,False,100.0,89.3,HIGH,District Officer Advisory
SCH-1225,Sarvodaya Kanya School 225,Lake Plateau,Block Delta,666,True,False,False,True,False,2560.0,quintal,69.1,67.7,17.9,25.6,False,45.0,38.7,HIGH,District Officer Advisory
SCH-1226,Zila Parishad School 226,South Hill,Block Beta,296,True,True,True,False,True,1636.8,kg,95.9,41.2,25.6,1636.8,False,85.0,92.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1227,Govt High School 227,North Valley,Block Delta,649,False,True,False,False,True,3226.6,kilograms,42.7,74.2,4.5,3226.6,False,30.0,54.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1228,Sarvodaya Kanya School 228,Central Zila,Block Epsilon,182,True,False,True,False,True,3100.0,qtl,56.3,54.8,6.1,31.0,False,55.0,68.9,HIGH,District Officer Advisory
SCH-1229,Sarvodaya Kanya School 229,Central Zila,Block Delta,119,False,False,True,True,True,1768.2,kg,56.5,75.0,9.7,1768.2,False,40.0,63.0,HIGH,District Officer Advisory
SCH-1230,Govt High School 230,South Hill,Block Beta,387,True,False,False,False,True,2196.4,kilograms,46.8,50.7,14.3,2196.4,False,30.0,56.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1231,Adarsh Vidyalaya 231,North Valley,Block Epsilon,242,True,False,True,True,False,2775.7,kg,70.3,80.1,6.8,2775.7,False,70.0,49.1,MEDIUM,Standard Monitoring
SCH-1232,Govt High School 232,West Plain,Block Alpha,449,True,True,False,False,False,1510.0,ton,91.8,55.8,13.3,1.51,False,60.0,51.5,HIGH,District Officer Advisory
SCH-1233,Zila Parishad School 233,Central Zila,Block Epsilon,438,False,True,False,True,True,1140.0,quintals,62.9,85.8,24.2,11.4,False,45.0,66.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1234,Model Primary School 234,East Coast,Block Delta,605,True,True,True,False,True,771.6,kg,85.2,84.4,20.4,771.6,False,85.0,89.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1235,Adarsh Vidyalaya 235,West Plain,Block Delta,437,False,False,True,False,False,1918.1,kg,76.0,88.0,27.1,1918.1,False,25.0,32.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1236,Sarvodaya Kanya School 236,Lake Plateau,Block Epsilon,703,False,False,True,True,False,1310.0,quintals,56.9,66.3,26.7,13.1,False,40.0,33.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1237,Model Primary School 237,South Hill,Block Epsilon,326,True,False,False,True,False,661.8,kg,43.4,82.1,12.2,661.8,False,45.0,31.0,HIGH,District Officer Advisory
SCH-1238,Sarvodaya Kanya School 238,Lake Plateau,Block Epsilon,274,False,True,True,True,True,2310.0,ton,67.7,43.9,6.0,2.31,False,70.0,78.3,MEDIUM,Standard Monitoring
SCH-1239,Sarvodaya Kanya School 239,South Hill,Block Gamma,179,False,True,True,False,True,2040.0,quintal,91.3,66.2,7.4,20.4,False,55.0,79.4,MEDIUM,Standard Monitoring
SCH-1240,Adarsh Vidyalaya 240,West Plain,Block Gamma,460,False,False,False,False,True,377.1,kilograms,76.3,54.7,6.7,377.1,False,0.0,52.9,HIGH,District Officer Advisory
SCH-1241,Zila Parishad School 241,Central Zila,Block Gamma,503,True,True,True,True,False,3457.7,kilograms,90.2,79.3,6.3,3457.7,False,100.0,67.1,MEDIUM,Standard Monitoring
SCH-1242,Adarsh Vidyalaya 242,Lake Plateau,Block Beta,400,True,True,True,False,False,2711.9,kg,51.1,73.1,3.8,2711.9,False,85.0,49.3,HIGH,District Officer Advisory
SCH-1243,Zila Parishad School 243,West Plain,Block Delta,568,False,True,True,True,True,1431.2,kg,42.8,37.0,19.4,1431.2,False,70.0,70.8,HIGH,District Officer Advisory
SCH-1244,Model Primary School 244,South Hill,Block Gamma,399,True,True,False,True,False,750.0,qtl,86.5,70.9,17.3,7.5,False,75.0,56.0,HIGH,District Officer Advisory
SCH-1245,Model Primary School 245,East Coast,Block Delta,447,True,True,False,True,True,2599.7,kg,49.1,35.6,11.2,2599.7,False,75.0,74.7,HIGH,District Officer Advisory
SCH-1246,Govt High School 246,West Plain,Block Gamma,627,False,True,False,True,True,2360.0,quintals,43.1,49.0,16.0,23.6,False,45.0,60.9,HIGH,District Officer Advisory
SCH-1247,Model Primary School 247,South Hill,Block Alpha,388,False,True,True,True,True,2260.0,qtl,79.8,57.2,17.9,22.6,False,70.0,81.9,HIGH,District Officer Advisory
SCH-1248,Govt High School 248,West Plain,Block Beta,703,True,False,True,True,False,1552.2,kg,50.7,68.4,14.2,1552.2,False,70.0,43.2,HIGH,District Officer Advisory
SCH-1249,Govt High School 249,Lake Plateau,Block Alpha,193,False,True,False,True,True,1890.0,quintal,81.1,41.1,7.6,18.9,False,45.0,72.3,HIGH,District Officer Advisory
SCH-1250,Adarsh Vidyalaya 250,East Coast,Block Delta,131,True,True,True,False,False,2430.0,quintal,100.0,12.5,26.0,24.3,True,85.0,64.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1251,Model Primary School 251,Lake Plateau,Block Beta,416,False,False,False,False,True,1430.0,quintals,60.5,50.2,13.6,14.3,False,0.0,48.2,HIGH,District Officer Advisory
SCH-1252,Zila Parishad School 252,West Plain,Block Beta,195,True,True,True,True,True,1570.0,quintals,73.9,36.4,11.6,15.7,False,100.0,92.2,MEDIUM,Standard Monitoring
SCH-1253,Govt High School 253,Lake Plateau,Block Beta,574,False,True,False,False,True,1060.0,quintals,59.0,73.4,16.8,10.6,False,30.0,59.7,HIGH,District Officer Advisory
SCH-1254,Adarsh Vidyalaya 254,Central Zila,Block Epsilon,713,True,False,True,True,True,1341.0,kilograms,78.5,60.2,27.7,1341.0,False,70.0,81.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1255,Model Primary School 255,Central Zila,Block Delta,587,True,True,False,False,True,3400.0,qtl,44.7,50.4,7.7,34.0,False,60.0,67.4,HIGH,District Officer Advisory
SCH-1256,Sarvodaya Kanya School 256,West Plain,Block Alpha,590,False,False,True,False,True,258.6,kg,63.8,59.6,23.4,258.6,False,25.0,59.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1257,Sarvodaya Kanya School 257,Lake Plateau,Block Gamma,600,True,True,True,True,False,1400.0,qtl,44.9,60.3,17.9,14.0,False,100.0,53.5,HIGH,District Officer Advisory
SCH-1258,Adarsh Vidyalaya 258,Lake Plateau,Block Delta,196,True,True,True,True,False,2940.0,qtl,94.1,69.2,2.7,29.4,False,100.0,68.2,LOW,Routine Maintenance
SCH-1259,Model Primary School 259,Lake Plateau,Block Delta,189,False,False,True,True,True,1500.0,quintal,66.7,31.8,12.5,15.0,False,40.0,66.0,HIGH,District Officer Advisory
SCH-1260,Sarvodaya Kanya School 260,North Valley,Block Delta,548,True,False,True,True,False,1950.0,quintals,44.6,55.4,15.0,19.5,False,70.0,41.4,HIGH,District Officer Advisory
SCH-1261,Model Primary School 261,Lake Plateau,Block Epsilon,257,True,True,True,False,True,2200.0,ton,59.4,63.4,19.9,2.2,False,85.0,81.8,HIGH,District Officer Advisory
SCH-1262,Zila Parishad School 262,East Coast,Block Gamma,543,True,True,False,False,True,1890.6,kg,87.5,71.4,16.2,1890.6,False,60.0,80.2,HIGH,District Officer Advisory
SCH-1263,Model Primary School 263,Central Zila,Block Gamma,433,True,True,True,True,True,1990.0,ton,76.4,60.4,16.9,1.99,False,100.0,92.9,HIGH,District Officer Advisory
SCH-1264,Zila Parishad School 264,Lake Plateau,Block Epsilon,372,False,True,True,True,True,679.6,kilograms,78.2,35.1,9.1,679.6,False,70.0,81.5,MEDIUM,Standard Monitoring
SCH-1265,Govt High School 265,Lake Plateau,Block Gamma,288,True,True,False,False,True,3060.0,ton,81.9,60.4,7.8,3.06,False,60.0,78.6,MEDIUM,Standard Monitoring
SCH-1266,Adarsh Vidyalaya 266,Lake Plateau,Block Alpha,470,False,False,True,False,True,240.0,quintals,55.6,79.8,23.5,2.4,False,25.0,56.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1267,Adarsh Vidyalaya 267,Central Zila,Block Epsilon,697,True,True,True,False,False,3445.4,kg,46.0,32.5,2.6,3445.4,False,85.0,47.8,HIGH,District Officer Advisory
SCH-1268,Adarsh Vidyalaya 268,South Hill,Block Beta,678,False,True,False,False,True,331.8,kg,92.1,64.4,23.8,331.8,False,30.0,69.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1269,Sarvodaya Kanya School 269,Central Zila,Block Gamma,154,True,False,True,True,True,420.0,ton,69.3,30.8,7.4,0.42,False,70.0,78.8,MEDIUM,Standard Monitoring
SCH-1270,Adarsh Vidyalaya 270,East Coast,Block Gamma,380,True,False,True,False,True,2680.0,quintal,77.1,46.8,7.9,26.8,False,55.0,75.1,MEDIUM,Standard Monitoring
SCH-1271,Sarvodaya Kanya School 271,South Hill,Block Alpha,408,False,True,False,False,True,1133.3,kg,91.2,75.6,13.3,1133.3,False,30.0,69.4,HIGH,District Officer Advisory
SCH-1272,Model Primary School 272,East Coast,Block Epsilon,164,True,True,True,True,True,416.1,kg,78.2,51.7,4.3,416.1,False,100.0,93.5,LOW,Routine Maintenance
SCH-1273,Zila Parishad School 273,Lake Plateau,Block Alpha,237,True,False,True,False,True,440.0,quintals,52.0,76.8,25.6,4.4,False,55.0,67.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1274,Zila Parishad School 274,Lake Plateau,Block Delta,523,False,True,False,True,True,220.0,ton,80.9,72.0,2.7,0.22,False,45.0,72.3,HIGH,District Officer Advisory
SCH-1275,Adarsh Vidyalaya 275,Central Zila,Block Alpha,376,True,False,False,True,False,3260.0,quintal,63.0,34.8,7.3,32.6,False,45.0,36.9,HIGH,District Officer Advisory
SCH-1276,Sarvodaya Kanya School 276,East Coast,Block Beta,385,True,True,True,False,True,3090.0,ton,49.6,61.1,11.9,3.09,False,85.0,78.9,HIGH,District Officer Advisory
SCH-1277,Govt High School 277,East Coast,Block Beta,432,True,False,True,True,True,807.2,kg,75.3,67.3,16.5,807.2,False,70.0,80.6,HIGH,District Officer Advisory
SCH-1278,Sarvodaya Kanya School 278,West Plain,Block Epsilon,154,False,True,True,False,True,2594.4,kg,68.3,66.3,4.2,2594.4,False,55.0,72.5,MEDIUM,Standard Monitoring
SCH-1279,Model Primary School 279,East Coast,Block Delta,541,False,False,True,False,True,700.0,ton,72.6,35.6,9.8,0.7,False,25.0,61.8,HIGH,District Officer Advisory
SCH-1280,Zila Parishad School 280,East Coast,Block Gamma,217,True,True,False,False,False,1383.8,kilograms,58.5,63.2,23.8,1383.8,False,60.0,41.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1281,Model Primary School 281,Central Zila,Block Beta,349,True,True,True,True,False,3000.0,quintals,100.0,12.5,26.0,30.0,True,100.0,70.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1282,Adarsh Vidyalaya 282,Central Zila,Block Epsilon,563,True,True,False,False,True,2150.0,quintal,88.3,56.6,3.9,21.5,False,60.0,80.5,MEDIUM,Standard Monitoring
SCH-1283,Govt High School 283,Lake Plateau,Block Beta,708,True,True,True,True,False,791.2,kg,93.2,71.4,14.3,791.2,False,100.0,68.0,HIGH,District Officer Advisory
SCH-1284,Model Primary School 284,West Plain,Block Beta,144,False,False,True,True,True,1909.0,kg,84.7,80.5,2.6,1909.0,False,40.0,71.4,HIGH,District Officer Advisory
SCH-1285,Govt High School 285,Lake Plateau,Block Epsilon,728,False,True,False,False,True,770.0,ton,77.3,77.6,15.2,0.77,False,30.0,65.2,HIGH,District Officer Advisory
